Index	X	Acquisition
697	14.8221274878047	565
698	14.8524563058501	596
699	14.8827851684853	514
700	14.9131140758014	567
701	14.9434430278894	568
702	14.9737720248404	571
703	15.0041010667453	578
704	15.0344301536952	535
705	15.0647592857811	570
706	15.0950884630941	546
707	15.1254176857251	588
708	15.1557469537653	583
709	15.1860762673057	588
710	15.2164056264372	572
711	15.246735031251	573
712	15.2770644818379	600
713	15.3073939782892	579
714	15.3377235206958	605
715	15.3680531091487	559
716	15.398382743739	563
717	15.4287124245577	573
718	15.4590421516959	590
719	15.4893719252445	592
720	15.5197017452946	563
721	15.5500316119372	594
722	15.5803615252634	593
723	15.6106914853642	583
724	15.6410214923306	598
725	15.6713515462537	585
726	15.7016816472245	593
727	15.732011795334	571
728	15.7623419906732	606
729	15.7926722333333	597
730	15.8230025234051	554
731	15.8533328609798	576
732	15.8836632461484	578
733	15.9139936790018	586
734	15.9443241596313	552
735	15.9746546881277	579
736	16.0049852645821	575
737	16.0353158890855	596
738	16.065646561729	564
739	16.0959772826036	615
740	16.1263080518004	589
741	16.1566388694103	585
742	16.1869697355244	571
743	16.2173006502337	605
744	16.2476316136293	616
745	16.2779626258021	615
746	16.3082936868433	625
747	16.3386247968439	621
748	16.3689559558948	605
749	16.3992871640871	589
750	16.4296184215119	631
751	16.4599497282602	640
752	16.490281084423	635
753	16.5206124900913	577
754	16.5509439453562	633
755	16.5812754503087	613
756	16.6116070050398	609
757	16.6419386096406	628
758	16.6722702642021	566
759	16.7026019688154	639
760	16.7329337235714	615
761	16.7632655285612	597
762	16.7935973838758	604
763	16.8239292896063	661
764	16.8542612458436	641
765	16.8845932526789	676
766	16.9149253102032	625
767	16.9452574185074	619
768	16.9755895776826	648
769	17.0059217878199	606
770	17.0362540490103	655
771	17.0665863613448	620
772	17.0969187249144	620
773	17.1272511398102	594
774	17.1575836061232	626
775	17.1879161239444	631
776	17.2182486933649	657
777	17.2485813144757	647
778	17.2789139873679	620
779	17.3092467121324	623
780	17.3395794888602	671
781	17.3699123176426	694
782	17.4002451985703	612
783	17.4305781317346	619
784	17.4609111172264	633
785	17.4912441551367	690
786	17.5215772455567	645
787	17.5519103885772	675
788	17.5822435842894	654
789	17.6125768327842	645
790	17.6429101341528	691
791	17.6732434884861	627
792	17.7035768958752	637
793	17.7339103564111	689
794	17.7642438701848	653
795	17.7945774372875	638
796	17.8249110578099	659
797	17.8552447318434	653
798	17.8855784594788	691
799	17.9159122408072	705
800	17.9462460759196	658
801	17.976579964907	658
802	18.0069139078606	663
803	18.0372479048713	692
804	18.0675819560301	684
805	18.0979160614281	628
806	18.1282502211564	648
807	18.1585844353059	638
808	18.1889187039676	735
809	18.2192530272327	663
810	18.2495874051921	625
811	18.2799218379369	681
812	18.3102563255581	630
813	18.3405908681467	663
814	18.3709254657938	688
815	18.4012601185904	724
816	18.4315948266275	683
817	18.4619295899962	640
818	18.4922644087875	648
819	18.5225992830924	732
820	18.552934213002	674
821	18.5832691986072	685
822	18.6136042399992	680
823	18.6439393372689	697
824	18.6742744905075	700
825	18.7046096998058	710
826	18.734944965255	702
827	18.765280286946	699
828	18.79561566497	708
829	18.8259510994179	714
830	18.8562865903808	717
831	18.8866221379497	669
832	18.9169577422156	694
833	18.9472934032696	705
834	18.9776291212027	667
835	19.0079648961059	674
836	19.0383007280703	676
837	19.0686366171868	731
838	19.0989725635466	654
839	19.1293085672407	748
840	19.1596446283601	694
841	19.1899807469957	752
842	19.2203169232388	678
843	19.2506531571802	678
844	19.280989448911	680
845	19.3113257985223	689
846	19.341662206105	704
847	19.3719986717503	662
848	19.4023351955491	726
849	19.4326717775925	710
850	19.4630084179714	688
851	19.493345116777	719
852	19.5236818741003	686
853	19.5540186900323	684
854	19.584355564664	664
855	19.6146924980865	720
856	19.6450294903908	704
857	19.6753665416679	677
858	19.7057036520088	730
859	19.7360408215047	751
860	19.7663780502464	737
861	19.7967153383252	682
862	19.8270526858319	706
863	19.8573900928576	718
864	19.8877275594933	729
865	19.9180650858302	695
866	19.9484026719591	715
867	19.9787403179712	711
868	20.0090780239575	711
869	20.039415790009	697
870	20.0697536162167	669
871	20.1000915026717	733
872	20.1304294494649	720
873	20.1607674566876	703
874	20.1911055244305	700
875	20.2214436527849	731
876	20.2517818418417	734
877	20.2821200916919	733
878	20.3124584024267	759
879	20.3427967741369	711
880	20.3731352069137	738
881	20.4034737008481	739
882	20.4338122560311	731
883	20.4641508725538	750
884	20.4944895505071	748
885	20.5248282899822	705
886	20.55516709107	742
887	20.5855059538615	716
888	20.6158448784479	780
889	20.6461838649201	748
890	20.6765229133692	717
891	20.7068620238861	692
892	20.737201196562	754
893	20.7675404314879	735
894	20.7978797287548	748
895	20.8282190884536	729
896	20.8585585106756	739
897	20.8888979955116	723
898	20.9192375430528	751
899	20.9495771533901	747
900	20.9799168266145	743
901	21.0102565628172	794
902	21.0405963620892	748
903	21.0709362245214	747
904	21.101276150205	768
905	21.1316161392308	731
906	21.1619561916901	722
907	21.1922963076737	786
908	21.2226364872728	786
909	21.2529767305784	802
910	21.2833170376815	825
911	21.3136574086731	803
912	21.3439978436442	749
913	21.374338342686	812
914	21.4046789058893	795
915	21.4350195333454	782
916	21.4653602251451	798
917	21.4957009813795	792
918	21.5260418021397	765
919	21.5563826875167	767
920	21.5867236376015	758
921	21.6170646524851	780
922	21.6474057322586	756
923	21.6777468770131	757
924	21.7080880868394	806
925	21.7384293618288	768
926	21.7687707020721	792
927	21.7991121076605	705
928	21.829453578685	741
929	21.8597951152365	791
930	21.8901367174062	734
931	21.920478385285	797
932	21.9508201189641	736
933	21.9811619185343	774
934	22.0115037840869	774
935	22.0418457157127	673
936	22.0721877135028	790
937	22.1025297775483	787
938	22.1328719079402	703
939	22.1632141047694	811
940	22.1935563681272	762
941	22.2238986981044	754
942	22.2542410947921	778
943	22.2845835582814	796
944	22.3149260886632	739
945	22.3452686860286	733
946	22.3756113504687	796
947	22.4059540820744	751
