5.000000	72059.2
5.010000	72928.3
5.020000	72520
5.030000	72881.7
5.040000	72706.7
5.050000	71989.2
5.060000	72998.3
5.070000	72374.2
5.080000	72321.7
5.090000	71540
5.100000	72158.3
5.110000	71843.3
5.120000	71248.3
5.130000	70945
5.140000	71067.5
5.150000	73027.5
5.160000	72041.7
5.170000	71271.7
5.180000	71767.5
5.190000	71930.8
5.200000	72129.2
5.210000	72864.2
5.220000	70530.8
5.230000	70880.8
5.240000	72059.2
5.250000	70781.7
5.260000	71102.5
5.270000	70425.8
5.280000	70472.5
5.290000	70501.7
5.300000	71079.2
5.310000	70606.7
5.320000	70997.5
5.330000	70781.7
5.340000	70460.8
5.350000	70729.2
5.360000	72240
5.370000	70810.8
5.380000	70869.2
5.390000	70863.3
5.400000	70571.7
5.410000	70542.5
5.420000	70665
5.430000	70775.8
5.440000	70128.3
5.450000	70005.8
5.460000	69725.8
5.470000	70017.5
5.480000	69935.8
5.490000	70215.8
5.500000	71400
5.510000	71067.5
5.520000	70431.7
5.530000	70915.8
5.540000	70198.3
5.550000	70128.3
5.560000	70116.7
5.570000	69620.8
5.580000	69842.5
5.590000	69714.2
5.600000	69329.2
5.610000	69154.2
5.620000	70332.5
5.630000	69813.3
5.640000	69895
5.650000	70752.5
5.660000	69720
5.670000	69690.8
5.680000	69218.3
5.690000	69603.3
5.700000	69230
5.710000	70052.5
5.720000	70717.5
5.730000	69632.5
5.740000	69690.8
5.750000	69790
5.760000	69171.7
5.770000	68985
5.780000	68985
5.790000	68145
5.800000	69830.8
5.810000	70157.5
5.820000	69988.3
5.830000	69230
5.840000	69947.5
5.850000	68955.8
5.860000	69655.8
5.870000	69440
5.880000	69743.3
5.890000	69399.2
5.900000	69107.5
5.910000	69294.2
5.920000	69037.5
5.930000	68483.3
5.940000	69387.5
5.950000	70501.7
5.960000	69370
5.970000	69743.3
5.980000	68057.5
5.990000	69416.7
6.000000	68483.3
6.010000	68786.7
6.020000	69661.7
6.030000	68938.3
6.040000	69720
6.050000	68489.2
6.060000	69685
6.070000	69451.7
6.080000	69848.3
6.090000	69941.7
6.100000	70904.2
6.110000	70583.3
6.120000	70011.7
6.130000	69661.7
6.140000	69025.8
6.150000	69801.7
6.160000	69276.7
6.170000	69609.2
6.180000	69224.2
6.190000	69965
6.200000	69335
6.210000	69737.5
6.220000	70029.2
6.230000	68500.8
6.240000	70140
6.250000	69644.2
6.260000	69498.3
6.270000	68891.7
6.280000	69352.5
6.290000	67865
